"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US01089","Madison County, Alabama","143669","2833","6.5","1.0","5.3","1.0","10.3","1.4","8.5","1.3","11.7","1.3","15.7","1.7","11.1","1.2","15.9","1.6","8.2","1.1","6.7","0.9","60503","4000","85057","3369","29.1","(X)","(X)","(X)","(X)","(X)","89167","3187","5.1","1.5","2.4","0.9","7.9","1.6","6.2","1.5","8.1","1.3","16.4","2.0","12.7","1.5","20.1","2.1","11.8","1.7","9.2","1.3","83226","3543","104130","4902","(X)","(X)","29.5","(X)","(X)","(X)","64788","3442","0.8","0.5","1.2","0.8","4.0","1.3","3.7","1.2","6.7","1.4","16.7","2.6","14.6","1.9","24.5","2.5","15.2","2.2","12.6","1.8","102398","4949","N","N","(X)","(X)","(X)","(X)","(X)","(X)","54502","3442","10.1","2.1","10.2","2.0","14.6","2.7","12.5","2.4","16.9","2.9","13.7","2.5","8.3","2.2","9.3","1.9","2.1","0.9","2.3","1.1","37522","3476","52429","3744","(X)","(X)","(X)","(X)","27.6","(X)"
"0500000US01095","Marshall County, Alabama","34726","1047","7.6","2.2","7.6","2.5","12.2","3.3","15.5","3.0","17.0","4.1","14.2","2.7","11.7","3.1","9.5","2.4","1.7","0.8","3.1","1.3","42362","4050","59315","6254","45.6","(X)","(X)","(X)","(X)","(X)","23208","1423","6.7","3.0","3.7","2.2","8.0","4.1","13.8","4.4","17.1","5.8","15.5","3.2","15.8","4.1","12.6","3.3","2.2","1.1","4.6","1.8","51475","6337","72009","8191","(X)","(X)","43.4","(X)","(X)","(X)","17827","1504","1.3","1.0","2.0","1.5","7.8","4.9","13.1","4.8","18.7","6.4","15.3","3.4","18.3","5.2","14.9","4.3","2.6","1.4","5.9","2.3","56567","10394","82712","9996","(X)","(X)","(X)","(X)","(X)","(X)","11518","1481","12.5","4.1","15.8","5.8","20.4","4.9","16.3","5.3","16.9","5.3","12.6","5.1","2.0","1.6","2.8","2.7","0.6","0.4","0.1","0.2","25817","4406","31834","3605","(X)","(X)","(X)","(X)","49.4","(X)"
"0500000US01097","Mobile County, Alabama","157141","2741","10.0","1.3","6.6","0.9","12.3","1.3","11.3","1.6","14.0","1.3","17.7","1.6","10.6","1.2","10.5","1.1","3.9","0.7","3.1","0.6","45744","2458","61800","2001","36.9","(X)","(X)","(X)","(X)","(X)","102206","3373","6.5","1.2","3.9","1.1","10.3","1.8","8.8","1.8","14.6","1.7","19.1","2.1","13.8","1.8","13.6","1.7","5.3","1.0","4.2","0.9","56978","3010","73045","2917","(X)","(X)","36.1","(X)","(X)","(X)","68547","3118","2.3","0.9","1.5","0.8","5.7","1.8","6.3","1.6","12.9","1.9","21.9","2.8","17.6","2.4","18.9","2.3","7.1","1.4","5.8","1.4","73812","4532","89549","3891","(X)","(X)","(X)","(X)","(X)","(X)","54935","3134","17.3","2.6","12.0","2.0","17.6","2.7","15.0","2.6","13.0","2.0","13.9","2.6","5.1","1.3","4.2","1.6","0.9","0.5","1.1","0.6","26453","1420","39132","3203","(X)","(X)","(X)","(X)","36.7","(X)"
"0500000US01101","Montgomery County, Alabama","90827","1963","9.7","1.7","6.4","1.3","12.4","1.8","12.9","1.9","12.5","1.8","16.8","1.9","10.1","1.7","11.7","1.6","3.8","0.9","3.5","0.8","45395","3505","65678","3977","36.1","(X)","(X)","(X)","(X)","(X)","54443","2459","5.2","1.8","2.9","1.2","11.6","2.6","10.1","2.1","12.2","2.0","18.3","2.6","11.5","2.3","16.9","2.5","5.8","1.4","5.5","1.3","58950","4532","82762","5817","(X)","(X)","36.4","(X)","(X)","(X)","32054","2270","1.3","0.7","1.5","1.5","3.2","1.2","3.6","1.5","11.6","2.6","19.8","3.1","15.4","3.4","25.8","3.7","9.0","2.1","8.6","2.1","89705","6393","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36384","2749","16.5","3.2","11.8","3.0","17.6","3.7","16.4","3.2","13.1","2.7","12.6","2.7","6.8","2.2","3.8","1.8","0.9","0.9","0.6","0.5","26827","1760","38182","4595","(X)","(X)","(X)","(X)","35.7","(X)"
"0500000US01103","Morgan County, Alabama","44816","1847","10.2","2.4","5.9","2.3","12.5","2.8","14.1","2.4","10.6","2.3","19.2","2.9","13.3","2.4","9.3","1.9","3.2","1.3","1.7","0.7","44378","6034","59794","4769","44.5","(X)","(X)","(X)","(X)","(X)","29505","2074","4.7","2.5","4.5","2.4","9.7","3.6","13.1","2.9","9.4","2.6","22.3","3.6","16.6","3.3","12.7","3.0","4.6","2.0","2.4","1.0","58602","4602","73522","6802","(X)","(X)","41.8","(X)","(X)","(X)","22544","1731","2.6","1.6","3.4","1.8","9.2","4.2","9.7","3.2","7.8","2.7","23.8","4.5","19.5","3.8","15.6","3.7","5.7","2.6","2.8","1.2","66111","6822","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15311","1620","20.9","6.1","9.0","5.1","18.6","4.7","16.4","4.5","12.2","4.4","13.6","4.4","6.5","3.2","1.9","1.1","0.7","0.8","0.2","0.4","25555","3056","32113","3669","(X)","(X)","(X)","(X)","49.6","(X)"
"0500000US01115","St. Clair County, Alabama","31615","1367","6.4","2.3","4.3","1.7","8.5","2.8","10.4","2.7","12.0","3.1","20.7","4.1","17.8","4.0","14.8","3.7","4.1","2.1","1.1","0.9","60158","4797","65740","3723","40.5","(X)","(X)","(X)","(X)","(X)","24714","1555","2.5","1.9","1.7","1.2","6.7","2.9","10.7","3.1","13.6","3.5","19.7","4.7","21.1","4.6","17.4","4.5","5.2","2.6","1.4","1.2","67835","7056","73737","4740","(X)","(X)","42.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75592","4660","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6901","1080","23.1","8.7","14.5","7.1","14.5","7.4","11.6","6.7","5.6","3.9","24.0","10.0","1.2","1.8","5.4","5.4","0.0","2.3","0.0","2.3","24206","5850","33040","6629","(X)","(X)","(X)","(X)","32.1","(X)"
"0500000US01117","Shelby County, Alabama","76059","1692","3.4","0.9","4.2","1.3","7.4","1.4","7.0","1.2","10.6","1.6","18.5","2.1","16.9","2.2","18.4","2.1","6.6","1.2","7.0","1.4","73647","2838","91136","5137","29.8","(X)","(X)","(X)","(X)","(X)","54059","2276","1.8","1.0","1.5","0.7","6.1","1.5","5.4","1.3","8.1","1.7","17.1","2.5","20.3","2.8","21.6","3.1","8.9","1.9","9.1","2.0","86837","5505","106147","7695","(X)","(X)","30.1","(X)","(X)","(X)","43929","1894","0.5","0.4","0.8","0.4","4.2","1.4","3.8","1.1","7.3","2.0","15.7","2.7","21.8","3.1","24.2","3.2","10.5","2.2","11.1","2.4","94670","3574","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22000","2040","9.4","2.8","10.7","3.8","11.4","3.4","9.9","3.1","16.9","4.0","22.4","4.6","9.4","2.7","8.1","2.4","1.0","0.9","0.8","0.8","41200","2319","50152","5204","(X)","(X)","(X)","(X)","28.1","(X)"
"0500000US01121","Talladega County, Alabama","31517","1635","11.1","2.9","6.2","2.4","15.5","3.6","13.0","3.6","15.0","3.6","17.7","3.7","10.0","2.3","8.0","2.4","2.2","1.3","1.1","0.7","39393","4351","51776","4082","40.5","(X)","(X)","(X)","(X)","(X)","20261","1823","6.7","3.2","1.9","1.6","13.2","4.0","13.5","4.7","16.6","4.5","19.9","4.7","13.4","3.3","10.8","3.7","2.9","1.7","1.1","0.9","48161","4613","60482","5328","(X)","(X)","39.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","55943","9953","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11256","1703","20.7","6.4","14.0","5.5","18.3","5.7","12.4","5.0","12.2","5.8","13.5","6.3","3.5","2.5","3.1","2.8","1.1","1.7","1.2","1.2","23297","4321","35466","5546","(X)","(X)","(X)","(X)","42.2","(X)"
"0500000US01125","Tuscaloosa County, Alabama","73825","2003","8.2","2.0","6.0","1.9","12.1","2.1","11.8","2.0","13.8","2.3","17.5","2.2","12.0","2.0","10.4","1.9","5.0","1.1","3.2","1.0","47787","3441","65773","3539","46.0","(X)","(X)","(X)","(X)","(X)","46045","2227","5.0","1.9","2.4","1.2","8.4","2.4","11.5","2.1","13.2","2.6","17.2","2.5","15.9","2.9","14.6","2.6","7.4","1.7","4.5","1.4","64023","6423","81352","5044","(X)","(X)","44.5","(X)","(X)","(X)","31944","2035","1.4","0.9","0.1","0.2","5.4","2.6","7.8","2.3","10.8","2.5","18.9","3.2","19.7","3.2","19.7","3.5","10.2","2.4","6.2","1.9","81779","4600","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27780","2289","14.7","4.3","11.6","4.1","18.1","4.4","14.1","4.0","14.9","3.9","16.3","3.6","5.0","2.2","3.1","1.9","1.2","0.9","1.1","0.8","28245","2516","38482","3542","(X)","(X)","(X)","(X)","47.3","(X)"
"0500000US01127","Walker County, Alabama","23863","1316","9.7","2.7","8.3","2.4","13.4","3.3","10.9","2.5","19.7","4.0","15.4","3.5","13.3","3.6","7.1","2.4","1.2","0.8","1.1","0.8","39068","3135","50794","5551","38.0","(X)","(X)","(X)","(X)","(X)","17442","1415","6.8","3.0","5.9","2.4","7.5","2.7","10.1","3.1","21.9","4.9","18.0","4.4","17.6","4.9","9.0","3.2","1.8","1.1","1.3","1.1","47563","6838","59589","6954","(X)","(X)","38.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","53222","7676","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6421","1007","17.7","6.1","14.7","5.6","30.4","8.5","12.6","4.9","13.6","5.9","7.7","4.8","1.4","1.4","1.8","2.1","0.0","2.4","0.0","2.4","21585","2945","26336","3873","(X)","(X)","(X)","(X)","35.1","(X)"
"0500000US02020","Anchorage Municipality, Alaska","105249","1864","2.1","0.6","2.7","1.0","4.8","0.9","6.0","1.2","9.5","1.4","17.9","2.0","14.7","1.7","21.3","2.2","10.8","1.5","10.2","1.4","85634","4164","106393","4408","28.2","(X)","(X)","(X)","(X)","(X)","69999","2666","1.5","0.8","1.1","0.6","4.0","1.1","4.0","1.1","7.8","1.5","17.3","2.8","14.7","2.3","24.9","3.0","12.1","2.2","12.6","1.9","98717","6642","117793","5238","(X)","(X)","29.9","(X)","(X)","(X)","51011","2778","0.6","0.6","0.4","0.4","2.4","0.9","2.9","1.1","5.7","1.6","15.3","2.8","14.5","2.5","27.4","3.5","14.7","2.7","16.0","2.5","112488","4798","N","N","(X)","(X)","(X)","(X)","(X)","(X)","35250","2180","4.5","1.4","5.8","2.4","8.0","2.1","10.6","2.8","13.8","3.3","18.9","3.2","15.1","3.2","12.5","2.8","6.3","2.2","4.4","1.8","59348","5559","75949","7177","(X)","(X)","(X)","(X)","23.2","(X)"
"0500000US02090","Fairbanks North Star Borough, Alaska","33770","1901","3.7","2.3","2.2","1.2","5.6","2.3","7.4","1.9","10.9","3.3","18.6","3.6","15.1","3.0","22.5","4.3","9.6","3.2","4.3","1.5","77328","9603","87359","6350","33.4","(X)","(X)","(X)","(X)","(X)","21062","1942","2.2","2.0","1.5","1.8","2.3","1.8","6.6","2.5","11.5","4.8","19.2","4.9","14.9","3.9","26.8","5.8","9.3","3.8","5.7","2.3","86950","9208","96174","8715","(X)","(X)","32.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98615","9828","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12708","1766","8.2","5.8","5.6","3.3","11.2","5.7","9.0","3.4","9.5","5.3","21.1","5.8","12.8","5.5","12.0","6.1","8.7","6.1","1.9","1.7","54039","6856","66561","9645","(X)","(X)","(X)","(X)","32.7","(X)"
"0500000US02170","Matanuska-Susitna Borough, Alaska","30305","769","5.5","1.5","3.1","1.2","8.5","1.5","7.8","1.7","11.6","2.0","16.2","2.4","13.9","1.9","18.4","2.5","8.4","1.8","6.6","1.3","69332","4510","87787","5324","31.7","(X)","(X)","(X)","(X)","(X)","20474","748","2.2","1.0","2.0","1.2","4.0","1.6","5.2","1.4","10.4","2.4","16.6","2.8","16.2","2.4","24.7","3.4","10.3","2.5","8.3","1.6","87104","5791","102069","5464","(X)","(X)","33.2","(X)","(X)","(X)","16669","977","0.6","0.5","0.5","0.5","3.1","1.5","4.2","1.5","8.8","2.4","15.9","3.0","15.2","2.6","29.5","4.0","12.1","2.8","10.0","2.0","103475","6773","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9831","813","13.2","4.4","6.7","2.9","17.0","4.1","12.3","3.8","14.4","3.6","16.1","4.2","10.4","3.5","5.1","2.4","3.3","1.8","1.6","1.2","36242","9481","53207","8425","(X)","(X)","(X)","(X)","27.2","(X)"
"0500000US04001","Apache County, Arizona","20018","884","21.6","2.6","8.3","1.7","11.1","2.0","9.2","2.1","13.6","2.9","15.2","3.0","11.0","3.4","7.6","2.2","2.1","1.4","0.3","0.3","34685","3764","44505","3042","63.0","(X)","(X)","(X)","(X)","(X)","14197","1000","15.3","2.9","5.5","1.6","10.6","2.4","9.8","2.7","16.6","3.5","16.1","3.5","12.9","4.5","9.9","2.8","2.9","2.0","0.4","0.4","44427","4965","51894","3837","(X)","(X)","65.0","(X)","(X)","(X)","8499","853","6.6","2.2","4.4","2.1","10.2","2.8","9.0","3.2","14.5","4.9","19.3","5.9","17.8","6.1","13.9","4.4","3.8","3.0","0.5","0.5","53998","7338","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5821","757","40.6","6.4","14.4","4.8","11.0","4.1","7.3","3.9","6.8","4.3","11.8","5.1","6.2","3.5","1.9","1.9","0.0","2.9","0.0","2.9","12887","2694","25104","3798","(X)","(X)","(X)","(X)","54.1","(X)"
"0500000US04003","Cochise County, Arizona","50147","2119","8.2","2.1","8.4","1.8","13.9","2.8","10.2","2.3","14.9","2.2","19.5","2.6","13.4","2.1","7.7","1.8","2.0","0.7","1.8","0.8","45508","3151","55174","3071","26.1","(X)","(X)","(X)","(X)","(X)","32206","2008","7.6","2.8","4.6","2.0","11.8","3.1","9.9","2.7","14.3","3.0","20.8","3.5","15.3","3.0","10.2","2.5","2.9","1.2","2.4","1.2","50853","1893","62524","4295","(X)","(X)","27.1","(X)","(X)","(X)","22859","1716","1.6","1.1","2.6","1.6","7.7","3.1","9.5","3.0","15.9","3.6","23.5","4.1","19.6","3.6","12.9","3.3","3.5","1.5","3.2","1.6","65709","8273","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17941","1944","12.6","3.8","15.5","4.3","18.1","4.2","9.2","3.1","13.9","3.9","16.8","3.8","9.4","3.4","3.3","2.3","0.8","0.9","0.5","0.8","28384","3368","39907","4433","(X)","(X)","(X)","(X)","23.5","(X)"
"0500000US04005","Coconino County, Arizona","47408","1957","9.1","1.9","5.8","1.4","9.8","1.9","9.8","1.9","11.7","2.3","19.5","2.7","15.0","2.5","12.3","1.9","3.5","1.2","3.3","1.2","55091","4663","67297","4171","38.7","(X)","(X)","(X)","(X)","(X)","27283","1737","5.1","1.7","2.0","0.9","7.6","2.7","8.0","2.3","10.6","3.0","19.6","3.7","20.7","4.0","17.2","3.2","5.0","1.5","4.3","1.7","71845","4832","82335","6042","(X)","(X)","42.8","(X)","(X)","(X)","19831","1705","1.7","1.1","0.8","0.6","4.8","2.6","5.9","2.5","7.3","2.6","22.8","4.4","23.7","5.0","20.7","3.9","6.7","2.1","5.7","2.4","80776","3187","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20125","1838","14.9","3.8","11.2","3.3","12.8","3.3","12.6","3.6","13.6","3.5","19.9","4.4","6.4","2.5","5.1","2.2","1.3","1.6","2.1","1.2","32541","4761","45487","4533","(X)","(X)","(X)","(X)","32.4","(X)"
"0500000US04013","Maricopa County, Arizona","1521131","9246","6.5","0.3","4.0","0.3","8.4","0.3","9.5","0.3","13.8","0.4","18.7","0.5","12.8","0.4","14.2","0.4","5.9","0.3","6.2","0.3","58737","865","81501","1148","37.4","(X)","(X)","(X)","(X)","(X)","1003961","10636","4.6","0.3","2.7","0.3","6.5","0.4","8.1","0.4","12.7","0.5","19.0","0.6","14.5","0.5","16.8","0.5","7.3","0.4","7.8","0.4","69582","1045","92867","1588","(X)","(X)","38.7","(X)","(X)","(X)","724219","10780","2.1","0.3","1.6","0.2","4.1","0.4","6.3","0.4","10.9","0.6","19.0","0.6","16.1","0.6","20.3","0.7","9.4","0.5","10.2","0.6","83080","1343","108296","2085","(X)","(X)","(X)","(X)","(X)","(X)","517170","10511","11.9","0.7","7.0","0.6","13.0","0.7","12.9","0.7","16.3","0.9","17.3","0.9","8.7","0.6","7.6","0.6","2.6","0.3","2.6","0.4","39403","1138","54999","1379","(X)","(X)","(X)","(X)","32.6","(X)"
"0500000US04015","Mohave County, Arizona","84876","2775","7.8","1.4","6.9","1.7","14.1","1.6","12.0","1.7","17.3","2.2","19.4","2.5","10.8","1.8","7.7","1.7","2.0","0.7","2.0","0.7","42423","2342","57530","3945","38.2","(X)","(X)","(X)","(X)","(X)","52190","3283","3.7","1.3","4.0","1.8","9.7","2.0","12.3","2.1","17.5","2.5","22.9","3.4","14.2","2.7","10.9","2.6","2.7","1.0","2.2","1.0","52863","3219","67573","5803","(X)","(X)","40.3","(X)","(X)","(X)","39404","3156","2.9","1.2","2.5","1.7","7.6","2.0","10.9","2.4","16.2","2.7","24.8","4.0","15.7","3.2","13.7","3.0","2.9","1.0","2.9","1.3","57697","2553","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32686","2515","14.6","3.2","12.3","3.0","21.8","3.8","11.6","2.9","16.3","3.5","15.0","3.8","4.4","2.1","1.9","1.2","0.4","0.6","1.6","1.0","25855","2733","39416","4637","(X)","(X)","(X)","(X)","33.6","(X)"
"0500000US04017","Navajo County, Arizona","33587","1656","14.0","2.4","8.0","2.1","12.6","2.5","12.6","2.6","14.8","2.7","15.5","3.2","11.2","2.3","6.4","1.7","3.7","1.5","1.1","0.6","36998","2626","51447","3597","36.8","(X)","(X)","(X)","(X)","(X)","24515","1606","11.7","3.0","6.2","2.1","11.0","2.4","11.6","3.1","13.5","2.6","18.2","3.9","14.1","3.0","8.4","2.2","4.2","1.9","1.1","0.7","44872","5292","56852","4186","(X)","(X)","39.2","(X)","(X)","(X)","14894","1369","3.5","1.8","2.8","1.1","6.6","2.4","9.7","3.2","13.6","3.6","24.6","5.4","19.9","4.3","11.2","3.2","6.7","3.0","1.3","1.1","63129","7228","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9072","1174","22.7","4.1","13.1","4.6","17.5","4.8","15.2","4.0","18.2","6.2","7.2","3.5","2.0","1.6","0.6","0.8","2.7","3.4","0.8","1.1","21941","4624","34652","8970","(X)","(X)","(X)","(X)","28.1","(X)"
"0500000US04019","Pima County, Arizona","400835","4105","8.0","0.6","5.9","0.7","12.1","0.8","10.5","0.7","15.2","0.8","18.1","1.1","11.4","0.8","10.8","0.7","4.3","0.6","3.6","0.4","47560","1541","65881","1473","33.6","(X)","(X)","(X)","(X)","(X)","248141","5619","5.3","0.8","3.3","0.6","8.8","1.0","9.4","0.9","14.9","1.1","19.9","1.5","13.0","1.0","14.4","1.0","6.0","0.8","5.1","0.6","60136","1937","78642","2050","(X)","(X)","34.4","(X)","(X)","(X)","175078","4760","2.2","0.5","1.8","0.5","6.4","1.0","7.2","0.9","13.3","1.2","20.6","1.6","15.7","1.3","18.4","1.2","7.7","1.1","6.8","0.8","72802","2624","92091","2666","(X)","(X)","(X)","(X)","(X)","(X)","152694","4639","14.1","1.4","10.8","1.5","17.7","1.6","12.9","1.3","15.9","1.6","14.3","1.4","7.5","1.0","4.5","0.8","1.3","0.4","1.1","0.3","30540","1622","42243","2124","(X)","(X)","(X)","(X)","30.5","(X)"
"0500000US04021","Pinal County, Arizona","132352","3221","7.8","1.4","5.1","0.9","10.5","1.4","10.3","1.4","13.6","1.5","21.1","2.0","12.5","1.4","12.8","1.5","4.1","0.9","2.3","0.8","52555","2162","65692","3389","40.8","(X)","(X)","(X)","(X)","(X)","91889","3931","5.6","1.3","3.1","0.9","7.3","1.4","9.2","1.6","14.3","1.8","22.3","2.4","14.5","1.8","16.5","2.3","4.2","1.0","3.0","1.0","61226","2554","75091","4486","(X)","(X)","42.9","(X)","(X)","(X)","69064","3419","3.5","1.4","1.9","0.8","5.4","1.1","7.0","1.5","12.9","1.9","23.4","2.9","16.8","1.9","20.5","3.0","5.0","1.2","3.7","1.3","70123","3986","84128","5660","(X)","(X)","(X)","(X)","(X)","(X)","40463","2625","15.0","3.5","10.0","2.5","16.7","3.3","15.1","3.0","13.2","2.3","16.8","3.4","6.5","2.3","4.6","1.7","1.8","1.1","0.3","0.5","29819","2351","39375","2966","(X)","(X)","(X)","(X)","33.8","(X)"
"0500000US04025","Yavapai County, Arizona","94962","2874","8.1","1.6","5.6","1.6","11.1","2.0","10.9","1.6","13.7","1.7","20.0","2.2","13.3","2.6","11.4","1.9","3.2","1.0","2.6","0.8","50420","2583","65804","4471","45.3","(X)","(X)","(X)","(X)","(X)","60320","2688","3.4","1.3","2.4","1.1","5.8","1.4","10.1","2.3","14.5","2.5","24.4","3.1","16.2","3.2","14.9","2.7","4.4","1.4","3.9","1.2","62235","4954","80684","6681","(X)","(X)","45.7","(X)","(X)","(X)","51449","2519","2.9","1.3","1.4","0.8","4.6","1.5","9.3","2.2","13.7","2.5","25.1","3.5","17.4","3.6","16.1","2.8","5.2","1.7","4.3","1.2","66440","3825","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34642","2573","16.4","3.8","12.2","3.9","20.9","4.7","14.3","3.3","12.6","2.8","11.6","3.1","6.1","3.0","5.0","2.4","0.4","0.5","0.5","0.5","25314","3310","36668","4654","(X)","(X)","(X)","(X)","42.9","(X)"
"0500000US04027","Yuma County, Arizona","73072","2001","8.1","1.7","5.9","1.4","11.0","1.9","14.4","2.2","16.4","2.5","17.6","2.4","14.7","2.2","7.6","1.5","2.7","0.9","1.7","0.6","43518","2770","56872","2908","32.9","(X)","(X)","(X)","(X)","(X)","53122","2742","5.1","1.5","4.5","1.7","10.2","2.2","13.9","2.7","17.6","3.1","19.1","3.0","15.3","2.8","8.9","1.7","3.6","1.3","1.9","0.8","47931","4515","61588","3373","(X)","(X)","32.9","(X)","(X)","(X)","39652","2544","2.9","1.2","2.4","1.4","6.8","2.3","11.5","3.0","19.0","3.8","23.2","3.9","17.0","3.4","11.0","2.0","4.1","1.4","2.2","0.8","55554","4382","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19950","2201","17.4","4.5","10.9","3.6","15.7","4.1","16.0","3.6","11.9","2.6","10.6","4.3","12.1","4.3","4.0","2.3","0.6","0.9","0.8","0.8","27314","3046","41671","5389","(X)","(X)","(X)","(X)","31.9","(X)"
"0500000US05007","Benton County, Arkansas","94494","1606","4.4","1.2","3.0","0.8","8.4","1.3","8.7","1.5","13.0","1.5","20.9","2.6","12.8","1.7","16.3","2.2","5.8","1.2","6.6","1.0","63631","3028","83871","3041","33.1","(X)","(X)","(X)","(X)","(X)","70275","2066","4.2","1.4","1.0","0.5","6.3","1.4","8.1","1.9","11.8","1.7","21.1","2.8","14.0","2.1","18.4","2.8","6.9","1.6","8.1","1.3","71811","3179","92860","3818","(X)","(X)","34.1","(X)","(X)","(X)","56765","2167","2.4","1.2","0.6","0.4","3.0","1.1","6.6","1.7","11.2","1.9","21.5","3.1","15.5","2.4","21.2","3.1","8.0","2.0","10.0","1.6","80884","4961","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24219","2077","5.6","2.1","9.1","2.7","16.9","3.4","11.8","3.0","14.4","2.9","18.7","4.6","10.8","3.4","8.6","3.2","1.8","1.2","2.1","1.5","41393","2359","55181","5118","(X)","(X)","(X)","(X)","29.2","(X)"
"0500000US05031","Craighead County, Arkansas","39813","1369","7.8","2.6","8.2","2.7","13.5","3.3","10.7","2.7","17.0","3.7","16.5","3.0","11.3","2.4","8.9","2.5","3.2","1.4","2.8","1.5","43678","3284","64488","9772","30.5","(X)","(X)","(X)","(X)","(X)","25087","1943","5.1","2.6","2.8","2.2","11.4","3.5","11.5","3.4","17.3","4.7","17.9","4.7","13.6","3.5","12.6","3.8","4.7","2.0","3.2","2.0","51630","5131","78362","13959","(X)","(X)","29.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","74337","6659","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14726","1615","13.9","5.1","16.6","5.8","20.4","6.7","12.6","5.2","14.9","4.7","11.6","3.4","6.0","2.8","1.5","1.3","0.5","0.8","2.1","2.1","24536","4624","36646","6546","(X)","(X)","(X)","(X)","30.4","(X)"
